chrom	intron_start	intron_end	strand	reads	novel	gene	role	notes
chr9	111444491	111451420	+	1	True			uniquely-placed split-alignment cluster
chr9	111643095	111647106	+	1	True			uniquely-placed split-alignment cluster
chr9	111661713	111664533	+	16	True	GNG10	microhomology_variant	microhomology-shifted alignment of cryptic_exon_left; superseded by 111661716-111664536
chr9	111661713	111664533	-	9	True	GNG10	microhomology_variant	microhomology-shifted alignment of cryptic_exon_left; superseded by 111661716-111664536
chr9	111661716	111664536	+	49	True	GNG10	cryptic_exon_left	canonical GT-AG coordinates resolved by spliced-transcript alignment; count includes reads spanning both novel junctions
chr9	111661716	111666814	+	0	False	GNG10	annotated	constitutive intron 1; spanned by 0 reads
chr9	111664588	111666812	-	5	True	GNG10	microhomology_variant	microhomology-shifted alignment of cryptic_exon_right; superseded by 111664590-111666814
chr9	111664590	111666814	+	49	True	GNG10	cryptic_exon_right	canonical GT-AG coordinates resolved by spliced-transcript alignment; count includes reads spanning both novel junctions
chr9	111666947	111669268	+	51	False	GNG10	annotated	quantified via isoform alignment
chr9	112112869	112124256	+	1	False			uniquely-placed split-alignment cluster
chr9	112223983	112224131	+	2	True			uniquely-placed split-alignment cluster
chr9	112224211	112227410	+	1	False			uniquely-placed split-alignment cluster
chr9	112252789	112262434	+	2	False			uniquely-placed split-alignment cluster
chr9	112405723	112408906	+	2	False			uniquely-placed split-alignment cluster
chr9	112416944	112418858	+	1	True			uniquely-placed split-alignment cluster
chr9	112441770	112454011	-	1	True			uniquely-placed split-alignment cluster
chr9	112441771	112454012	+	1	False			uniquely-placed split-alignment cluster
chr9	112459576	112470429	-	1	True			uniquely-placed split-alignment cluster
chr9	112459578	112470431	+	1	False			uniquely-placed split-alignment cluster
chr9	113169943	113170521	+	1	False			uniquely-placed split-alignment cluster
chr9	113170628	113171578	+	1	True			uniquely-placed split-alignment cluster
chr9	113256278	113257112	+	1	False			uniquely-placed split-alignment cluster
chr9	113258863	113260271	+	1	False			uniquely-placed split-alignment cluster
chr9	113267440	113272426	+	2	False			uniquely-placed split-alignment cluster
chr9	113272549	113273328	+	2	False			uniquely-placed split-alignment cluster
chr9	113408986	113409611	+	1	True			uniquely-placed split-alignment cluster
chr9	113410141	113410227	+	1	False			uniquely-placed split-alignment cluster
chr9	113536919	113583449	+	1	False			uniquely-placed split-alignment cluster
chr9	113595766	113596767	+	2	False			uniquely-placed split-alignment cluster
chr9	114347901	114350858	-	1	False			uniquely-placed split-alignment cluster
chr9	114347902	114350859	+	1	True			uniquely-placed split-alignment cluster
chr9	114587921	114592551	+	1	False			uniquely-placed split-alignment cluster
chr9	114592653	114597569	+	2	False			uniquely-placed split-alignment cluster
chr9	114638727	114643133	+	1	False			uniquely-placed split-alignment cluster
chr9	120539165	120545713	+	1	False			uniquely-placed split-alignment cluster
chr9	120568389	120571973	+	1	False			uniquely-placed split-alignment cluster
chr9	120831946	120833311	+	2	False			uniquely-placed split-alignment cluster
chr9	120861175	120861917	+	1	False			uniquely-placed split-alignment cluster
chr9	120862748	120864046	+	1	True			uniquely-placed split-alignment cluster
chr9	120866095	120866867	+	1	True			uniquely-placed split-alignment cluster
chr9	120909379	120911335	+	1	False			uniquely-placed split-alignment cluster
chr9	120909471	120911335	+	1	True			uniquely-placed split-alignment cluster
chr9	120914300	120923703	+	1	True			uniquely-placed split-alignment cluster
chr9	121145385	121146106	+	1	True			uniquely-placed split-alignment cluster
chr9	121146257	121152484	+	1	True			uniquely-placed split-alignment cluster
chr9	121150484	121152484	+	1	False			uniquely-placed split-alignment cluster
chr9	121349324	121353219	+	1	False			uniquely-placed split-alignment cluster
chr9	122280597	122285166	-	1	True			uniquely-placed split-alignment cluster
chr9	122280599	122285168	+	1	False			uniquely-placed split-alignment cluster
chr9	122291841	122313226	+	1	False			uniquely-placed split-alignment cluster
chr9	122820637	122823015	+	1	False			uniquely-placed split-alignment cluster
chr9	122851437	122853951	+	1	False			uniquely-placed split-alignment cluster
chr9	122855397	122855730	+	1	True			uniquely-placed split-alignment cluster
chr9	123010529	123015542	+	1	False			uniquely-placed split-alignment cluster
chr9	123076763	123089757	+	1	False			uniquely-placed split-alignment cluster
chr9	123097846	123098714	+	1	False			uniquely-placed split-alignment cluster
chr9	123160462	123160975	+	1	True			uniquely-placed split-alignment cluster
chr9	123160463	123160976	-	1	False			uniquely-placed split-alignment cluster
chr9	123457897	123557568	+	1	True			uniquely-placed split-alignment cluster
chr9	124312648	124313920	-	3	True			uniquely-placed split-alignment cluster
chr9	124313984	124321456	-	2	True			uniquely-placed split-alignment cluster
chr9	124313986	124321458	+	2	False			uniquely-placed split-alignment cluster
chr9	124321568	124326327	-	1	True			uniquely-placed split-alignment cluster
chr9	124321570	124326329	+	1	False			uniquely-placed split-alignment cluster
chr9	124326437	124327335	-	2	True			uniquely-placed split-alignment cluster
chr9	124327444	124339568	-	2	True			uniquely-placed split-alignment cluster
chr9	124327446	124339570	+	1	False			uniquely-placed split-alignment cluster
chr9	124339664	124347706	-	2	True			uniquely-placed split-alignment cluster
chr9	124347821	124350834	-	2	True			uniquely-placed split-alignment cluster
chr9	124347823	124350836	+	1	False			uniquely-placed split-alignment cluster
chr9	124353709	124356762	+	2	True			uniquely-placed split-alignment cluster
chr9	124353709	124356762	-	2	True			uniquely-placed split-alignment cluster
chr9	124356915	124384596	+	1	True			uniquely-placed split-alignment cluster
chr9	124384655	124405314	-	1	True			uniquely-placed split-alignment cluster
chr9	124405436	124412354	+	1	True			uniquely-placed split-alignment cluster
chr9	124412493	124413907	+	2	False			uniquely-placed split-alignment cluster
chr9	124412493	124413907	-	1	False			uniquely-placed split-alignment cluster
chr9	124414006	124414841	-	1	False			uniquely-placed split-alignment cluster
chr9	124858067	124860181	+	14	True			uniquely-placed split-alignment cluster
chr9	124858067	124860181	-	9	True			uniquely-placed split-alignment cluster
chr9	124860265	124861418	+	18	False			uniquely-placed split-alignment cluster
chr9	124860265	124861418	-	8	False			uniquely-placed split-alignment cluster
chr9	124873763	124874972	-	1	True			uniquely-placed split-alignment cluster
chr9	124873765	124874974	+	1	False			uniquely-placed split-alignment cluster
chr9	125149922	125153532	+	1	False			uniquely-placed split-alignment cluster
chr9	125153743	125153905	+	3	False			uniquely-placed split-alignment cluster
chr9	125153986	125158240	+	1	False			uniquely-placed split-alignment cluster
chr9	125158382	125160839	+	1	True			uniquely-placed split-alignment cluster
chr9	125160907	125171084	+	2	False			uniquely-placed split-alignment cluster
chr9	125160907	125171084	-	1	False			uniquely-placed split-alignment cluster
chr9	125200907	125203007	+	1	False			uniquely-placed split-alignment cluster
chr9	125237153	125238138	+	4	True			uniquely-placed split-alignment cluster
chr9	125237155	125238140	-	6	False			uniquely-placed split-alignment cluster
chr9	125237157	125238142	+	1	True			uniquely-placed split-alignment cluster
chr9	125238307	125238587	+	1	True			uniquely-placed split-alignment cluster
chr9	125238307	125238587	-	1	True			uniquely-placed split-alignment cluster
chr9	125238827	125238939	+	4	True			uniquely-placed split-alignment cluster
chr9	125238827	125238939	-	3	True			uniquely-placed split-alignment cluster
chr9	125239332	125239420	+	2	False			uniquely-placed split-alignment cluster
chr9	125239332	125239420	-	7	False			uniquely-placed split-alignment cluster
chr9	125239532	125240169	+	9	True			uniquely-placed split-alignment cluster
chr9	125239534	125240171	-	11	False			uniquely-placed split-alignment cluster
chr9	125240308	125240673	+	4	True			uniquely-placed split-alignment cluster
chr9	125240309	125240674	+	1	True			uniquely-placed split-alignment cluster
chr9	125240310	125240675	-	4	False			uniquely-placed split-alignment cluster
chr9	125240311	125240676	+	2	True			uniquely-placed split-alignment cluster
chr9	125240908	125241004	+	6	False			uniquely-placed split-alignment cluster
chr9	125240908	125241004	-	5	False			uniquely-placed split-alignment cluster
chr9	125299107	125301982	+	1	False			uniquely-placed split-alignment cluster
chr9	125335253	125337017	+	1	False			uniquely-placed split-alignment cluster
chr9	125337096	125337220	+	1	False			uniquely-placed split-alignment cluster
chr9	125341265	125342218	+	1	False			uniquely-placed split-alignment cluster
chr9	125349520	125350294	+	1	False			uniquely-placed split-alignment cluster
chr9	125444597	125467969	+	2	True			uniquely-placed split-alignment cluster
chr9	125444598	125467970	-	1	True			uniquely-placed split-alignment cluster
chr9	125468110	125484442	-	1	False			uniquely-placed split-alignment cluster
chr9	125484585	125543059	+	1	True			uniquely-placed split-alignment cluster
chr9	125543169	125559632	+	1	False			uniquely-placed split-alignment cluster
chr9	125543169	125559632	-	2	False			uniquely-placed split-alignment cluster
chr9	125585727	125657649	+	3	True			uniquely-placed split-alignment cluster
chr9	125585727	125657649	-	1	True			uniquely-placed split-alignment cluster
chr9	125929846	125935471	+	1	False			uniquely-placed split-alignment cluster
chr9	127404065	127407108	+	1	True			uniquely-placed split-alignment cluster
chr9	127447727	127447876	+	5	False			uniquely-placed split-alignment cluster
chr9	127447989	127448335	+	8	True			uniquely-placed split-alignment cluster
chr9	127447990	127448336	-	13	False			uniquely-placed split-alignment cluster
chr9	127448424	127449280	+	7	False			uniquely-placed split-alignment cluster
chr9	127448424	127449280	-	9	False			uniquely-placed split-alignment cluster
chr9	127449363	127449609	+	14	False			uniquely-placed split-alignment cluster
chr9	127449363	127449609	-	7	False			uniquely-placed split-alignment cluster
chr9	127449709	127450730	+	14	False			uniquely-placed split-alignment cluster
chr9	127449709	127450730	-	10	False			uniquely-placed split-alignment cluster
chr9	127450805	127451280	+	4	False			uniquely-placed split-alignment cluster
chr9	127450805	127451280	-	7	False			uniquely-placed split-alignment cluster
chr9	127479506	127479838	+	1	False			uniquely-placed split-alignment cluster
chr9	127732279	127733384	+	1	False			uniquely-placed split-alignment cluster
chr9	127786241	127786700	+	1	False			uniquely-placed split-alignment cluster
chr9	127787609	127787946	+	1	False			uniquely-placed split-alignment cluster
chr9	128103840	128105728	+	1	False			uniquely-placed split-alignment cluster
chr9	128160487	128163442	+	1	False			uniquely-placed split-alignment cluster
chr9	128166879	128167092	+	1	True			uniquely-placed split-alignment cluster
chr9	128169202	128169405	+	1	False			uniquely-placed split-alignment cluster
chr9	128169202	128169405	-	3	False			uniquely-placed split-alignment cluster
chr9	128185774	128187859	+	1	True			uniquely-placed split-alignment cluster
chr9	128190444	128190686	+	1	True			uniquely-placed split-alignment cluster
chr9	128309876	128310886	+	1	False			uniquely-placed split-alignment cluster
chr9	128378107	128387815	+	2	False			uniquely-placed split-alignment cluster
chr9	128378107	128387815	-	1	False			uniquely-placed split-alignment cluster
chr9	128471469	128472912	+	1	False			uniquely-placed split-alignment cluster
chr9	128492806	128494509	+	1	False			uniquely-placed split-alignment cluster
chr9	128568898	128574674	+	1	False			uniquely-placed split-alignment cluster
chr9	128582557	128582693	+	1	False			uniquely-placed split-alignment cluster
chr9	128583966	128584277	+	1	True			uniquely-placed split-alignment cluster
chr9	128585966	128587605	+	1	False			uniquely-placed split-alignment cluster
chr9	128587699	128588808	+	1	False			uniquely-placed split-alignment cluster
chr9	128612247	128613380	+	1	False			uniquely-placed split-alignment cluster
chr9	128621257	128624327	+	1	False			uniquely-placed split-alignment cluster
chr9	128636438	128636916	+	1	True			uniquely-placed split-alignment cluster
chr9	128637026	128640688	+	1	True			uniquely-placed split-alignment cluster
chr9	128689653	128691166	-	1	True			uniquely-placed split-alignment cluster
chr9	128689656	128691169	+	1	False			uniquely-placed split-alignment cluster
chr9	128691228	128691857	+	1	False			uniquely-placed split-alignment cluster
chr9	128691999	128692659	-	4	True			uniquely-placed split-alignment cluster
chr9	128692001	128692661	+	2	False			uniquely-placed split-alignment cluster
chr9	128692766	128692867	+	2	False			uniquely-placed split-alignment cluster
chr9	128692766	128692867	-	2	False			uniquely-placed split-alignment cluster
chr9	128692980	128693635	-	4	True			uniquely-placed split-alignment cluster
chr9	128692982	128693637	+	4	False			uniquely-placed split-alignment cluster
chr9	128693808	128693894	-	5	True			uniquely-placed split-alignment cluster
chr9	128693809	128693895	+	2	False			uniquely-placed split-alignment cluster
chr9	128693810	128693896	+	1	True			uniquely-placed split-alignment cluster
chr9	128694042	128694639	-	1	True			uniquely-placed split-alignment cluster
chr9	128694043	128694640	+	3	False			uniquely-placed split-alignment cluster
chr9	128694044	128694641	-	1	True			uniquely-placed split-alignment cluster
chr9	128722086	128722436	+	1	True			uniquely-placed split-alignment cluster
chr9	128731395	128733425	+	1	False			uniquely-placed split-alignment cluster
chr9	128979328	128980605	+	1	False			uniquely-placed split-alignment cluster
chr9	128985015	128986557	+	1	False			uniquely-placed split-alignment cluster
chr9	129001977	129002816	+	1	False			uniquely-placed split-alignment cluster
chr9	129002976	129003316	+	1	False			uniquely-placed split-alignment cluster
chr9	129005775	129006047	-	1	True			uniquely-placed split-alignment cluster
chr9	129005777	129006049	+	1	False			uniquely-placed split-alignment cluster
chr9	129008792	129009105	+	1	False			uniquely-placed split-alignment cluster
chr9	129014504	129014770	+	1	False			uniquely-placed split-alignment cluster
chr9	129111632	129120512	+	1	False			uniquely-placed split-alignment cluster
chr9	129120611	129123051	+	1	False			uniquely-placed split-alignment cluster
chr9	129136596	129137591	+	1	False			uniquely-placed split-alignment cluster
chr9	129822847	129823907	+	1	False			uniquely-placed split-alignment cluster
chr9	129852637	129856306	+	1	False			uniquely-placed split-alignment cluster
chr9	129865382	129868004	+	1	False			uniquely-placed split-alignment cluster
chr9	129890547	129895837	+	2	False			uniquely-placed split-alignment cluster
chr9	129890547	129895837	-	1	False			uniquely-placed split-alignment cluster
chr9	129895995	129899962	+	2	True			uniquely-placed split-alignment cluster
chr9	129895995	129899962	-	1	True			uniquely-placed split-alignment cluster
chr9	129900102	129900425	+	2	False			uniquely-placed split-alignment cluster
chr9	129900102	129900425	-	1	False			uniquely-placed split-alignment cluster
chr9	129900547	129902867	+	2	True			uniquely-placed split-alignment cluster
chr9	129900548	129902868	-	1	False			uniquely-placed split-alignment cluster
chr9	129903002	129908889	+	4	False			uniquely-placed split-alignment cluster
chr9	129903002	129908889	-	2	False			uniquely-placed split-alignment cluster
chr9	129908999	129924958	+	3	True			uniquely-placed split-alignment cluster
chr9	129909000	129924959	-	1	False			uniquely-placed split-alignment cluster
chr9	129909002	129924960	+	1	True			uniquely-placed split-alignment cluster
chr9	129925157	129927193	+	1	True			uniquely-placed split-alignment cluster
chr9	129925157	129927193	-	2	True			uniquely-placed split-alignment cluster
chr9	129927342	129929566	+	1	False			uniquely-placed split-alignment cluster
chr9	129927342	129929566	-	5	False			uniquely-placed split-alignment cluster
chr9	129929695	129957358	+	3	True			uniquely-placed split-alignment cluster
chr9	129929696	129957359	-	1	False			uniquely-placed split-alignment cluster
chr9	129957465	129958490	-	3	False			uniquely-placed split-alignment cluster
chr9	129958554	129978464	+	2	False			uniquely-placed split-alignment cluster
chr9	129958554	129978464	-	2	False			uniquely-placed split-alignment cluster
chr9	129978609	129979313	+	3	True			uniquely-placed split-alignment cluster
chr9	129979378	129994845	+	1	True			uniquely-placed split-alignment cluster
chr9	129994958	130042950	+	1	True			uniquely-placed split-alignment cluster
chr9	130127567	130128639	+	1	False			uniquely-placed split-alignment cluster
chr9	130579765	130595482	+	2	False			uniquely-placed split-alignment cluster
chr9	130616518	130617796	+	2	False			uniquely-placed split-alignment cluster
chr9	130697626	130698159	-	1	True			uniquely-placed split-alignment cluster
chr9	131130837	131132595	+	1	False			uniquely-placed split-alignment cluster
chr9	131163174	131163869	+	1	False			uniquely-placed split-alignment cluster
chr9	131215369	131222777	+	1	False			uniquely-placed split-alignment cluster
chr9	131455166	131459162	+	1	True			uniquely-placed split-alignment cluster
chr9	131465079	131467562	+	1	False			uniquely-placed split-alignment cluster
chr9	131529585	131530485	+	1	False			uniquely-placed split-alignment cluster
chr9	131582702	131584309	+	1	True			uniquely-placed split-alignment cluster
chr9	131588988	131589886	+	1	True			uniquely-placed split-alignment cluster
chr9	131598310	131602059	+	1	True			uniquely-placed split-alignment cluster
chr9	131621999	131625921	+	3	False			uniquely-placed split-alignment cluster
chr9	131628673	131629101	+	1	False			uniquely-placed split-alignment cluster
chr9	131628673	131629101	-	1	False			uniquely-placed split-alignment cluster
chr9	131636082	131638633	+	1	True			uniquely-placed split-alignment cluster
chr9	131638792	131643238	+	1	False			uniquely-placed split-alignment cluster
chr9	131643418	131650809	+	1	False			uniquely-placed split-alignment cluster
chr9	131650242	131650808	+	1	True			uniquely-placed split-alignment cluster
chr9	132277153	132278069	+	1	False			uniquely-placed split-alignment cluster
chr9	132297055	132298079	+	2	False			uniquely-placed split-alignment cluster
chr9	132331449	132334607	+	1	False			uniquely-placed split-alignment cluster
chr9	132346470	132349249	+	1	True			uniquely-placed split-alignment cluster
chr9	132346472	132349251	-	1	False			uniquely-placed split-alignment cluster
chr9	132388228	132390595	+	1	True			uniquely-placed split-alignment cluster
chr9	132989199	132989741	+	1	False			uniquely-placed split-alignment cluster
chr9	133019739	133020424	-	1	True			uniquely-placed split-alignment cluster
chr9	133020615	133020962	-	1	True			uniquely-placed split-alignment cluster
chr9	133043927	133050782	+	1	False			uniquely-placed split-alignment cluster
chr9	133050977	133052057	+	1	True			uniquely-placed split-alignment cluster
chr9	133050977	133052057	-	2	True			uniquely-placed split-alignment cluster
chr9	133054810	133056011	+	1	False			uniquely-placed split-alignment cluster
chr9	133056095	133056765	+	1	False			uniquely-placed split-alignment cluster
chr9	133098763	133100267	+	1	False			uniquely-placed split-alignment cluster
chr9	133334602	133336038	+	1	False			uniquely-placed split-alignment cluster
chr9	133345253	133346539	+	1	False			uniquely-placed split-alignment cluster
chr9	133349042	133349549	-	30	True			uniquely-placed split-alignment cluster
chr9	133349043	133349550	+	9	False			uniquely-placed split-alignment cluster
chr9	133349698	133349908	-	25	True			uniquely-placed split-alignment cluster
chr9	133349701	133349911	+	6	False			uniquely-placed split-alignment cluster
chr9	133350051	133350237	-	7	True			uniquely-placed split-alignment cluster
chr9	133350053	133350239	+	18	False			uniquely-placed split-alignment cluster
chr9	133350318	133350594	-	19	True			uniquely-placed split-alignment cluster
chr9	133350320	133350596	+	5	False			uniquely-placed split-alignment cluster
chr9	133350728	133351001	+	15	False			uniquely-placed split-alignment cluster
chr9	133350728	133351001	-	14	False			uniquely-placed split-alignment cluster
chr9	133351070	133351259	-	5	True			uniquely-placed split-alignment cluster
chr9	133351072	133351261	+	5	False			uniquely-placed split-alignment cluster
chr9	133363760	133364839	+	1	False			uniquely-placed split-alignment cluster
chr9	133366676	133367258	+	2	False			uniquely-placed split-alignment cluster
chr9	133367446	133375921	+	2	False			uniquely-placed split-alignment cluster
chr9	133475610	133476234	+	1	True			uniquely-placed split-alignment cluster
chr9	133478416	133478966	+	1	True			uniquely-placed split-alignment cluster
chr9	133776081	133777388	-	1	False			uniquely-placed split-alignment cluster
chr9	133784417	133785773	+	1	True			uniquely-placed split-alignment cluster
chr9	133861431	133939100	+	1	True			uniquely-placed split-alignment cluster
chr9	134156594	134157892	+	1	False			uniquely-placed split-alignment cluster
chr9	135500754	135500997	+	1	False			uniquely-placed split-alignment cluster
chr9	135946372	135947797	+	1	False			uniquely-placed split-alignment cluster
chr9	136392107	136392521	+	1	False			uniquely-placed split-alignment cluster
chr9	136392595	136392672	+	1	False			uniquely-placed split-alignment cluster
chr9	136404694	136405090	+	1	False			uniquely-placed split-alignment cluster
chr9	136410740	136411996	+	1	False			uniquely-placed split-alignment cluster
chr9	136412200	136412489	+	1	False			uniquely-placed split-alignment cluster
chr9	136447910	136448083	+	1	False			uniquely-placed split-alignment cluster
chr9	136453510	136454107	+	1	True			uniquely-placed split-alignment cluster
chr9	136466465	136466958	+	1	True			uniquely-placed split-alignment cluster
chr9	136828547	136829392	+	1	False			uniquely-placed split-alignment cluster
chr9	136832371	136835741	+	1	False			uniquely-placed split-alignment cluster
chr9	136839864	136840151	-	1	True			uniquely-placed split-alignment cluster
chr9	136839866	136840153	+	1	False			uniquely-placed split-alignment cluster
chr9	136850137	136850753	-	1	True			uniquely-placed split-alignment cluster
chr9	136850138	136850754	+	1	False			uniquely-placed split-alignment cluster
chr9	136862345	136862904	+	1	True			uniquely-placed split-alignment cluster
chr9	136862346	136862905	+	1	False			uniquely-placed split-alignment cluster
chr9	136863000	136863287	-	5	False			uniquely-placed split-alignment cluster
chr9	136863448	136863818	+	3	True			uniquely-placed split-alignment cluster
chr9	136863448	136863818	-	1	True			uniquely-placed split-alignment cluster
chr9	136863872	136866180	-	2	False			uniquely-placed split-alignment cluster
chr9	136942696	136942768	+	2	False			uniquely-placed split-alignment cluster
chr9	137004391	137118801	+	1	True			uniquely-placed split-alignment cluster
chr9	137089006	137096236	+	1	False			uniquely-placed split-alignment cluster
chr9	137097938	137099695	+	1	False			uniquely-placed split-alignment cluster
chr9	137111755	137111872	+	1	False			uniquely-placed split-alignment cluster
chr9	137112029	137112110	+	1	True			uniquely-placed split-alignment cluster
chr9	137112029	137112110	-	1	True			uniquely-placed split-alignment cluster
chr9	137241416	137241718	-	1	True			uniquely-placed split-alignment cluster
chr9	137241418	137241720	+	2	False			uniquely-placed split-alignment cluster
chr9	137242022	137242495	+	2	False			uniquely-placed split-alignment cluster
chr9	137267347	137272080	+	1	False			uniquely-placed split-alignment cluster
chr9	137449675	137449922	+	1	False			uniquely-placed split-alignment cluster
chr9	137456485	137457409	+	1	True			uniquely-placed split-alignment cluster
chr9	137744091	137752330	+	1	False			uniquely-placed split-alignment cluster
chr9	137800985	137811460	+	1	False			uniquely-placed split-alignment cluster
chr9	138251595	138252686	+	1	True			uniquely-placed split-alignment cluster
